spotify_title,spotify_artist,release_date,popularity,duration_ms,explicit,is_rock,is_pop,is_jazz,is_electronic,is_classical,is_blues,is_indie,is_hot
Midnight Rider,Buddy Miles,1997,17,216266,0,1,1,0,0,0,0,0,0
Two Wars,This Or The Apocalypse,2008,2,293666,0,0,1,0,0,0,0,0,0
Out Of The Danger Zone - Degarmo And Key Album Version,DeGarmo & Key,1987,6,171293,0,1,1,0,0,0,0,0,0
Take Me To Paradise - Original Mix,Will To Will,2008,0,411853,0,0,0,0,0,0,0,0,0
Thrill Me,Junior Jack,2004,31,354306,0,0,1,0,0,0,0,0,0
Sunday Morning,K-OS,2006,20,227066,0,0,1,0,0,0,0,0,0
I'm a Believer,Tyrone Taylor,1998,4,229613,0,1,1,0,0,0,0,0,0
Maiden Voyage - Rudy Van Gelder Edition; 2006 Digital Remaster,Bobby Hutcherson,2006,16,349666,0,0,1,1,0,0,0,0,0
Gaita Gaitero,Rincon Morales,2009,23,197746,0,0,1,0,0,0,0,0,0
Man In A Suitcase,The Police,1980,43,138066,0,1,1,0,0,0,0,0,0
Baltimore Oriole,George Harrison,1981,22,239120,0,1,1,0,0,0,0,0,0
Columbia - Remastered,Oasis,1994,50,377400,0,1,1,0,0,0,0,0,0
Baby's First Christmas,Connie Francis,1959,47,145666,0,1,1,0,0,0,0,0,0
Liar of Nastrond,Goatwhore,2000,9,153666,0,0,1,0,0,0,0,0,0
Desperate Man Blues,Daniel Johnston,1983,24,219679,0,1,1,0,0,0,0,0,0
Interlude,My Chemical Romance,2004,53,57173,0,1,1,0,0,0,0,1,0
Held der Tastatur,Melanie And The Secret Army,2010,0,255586,0,0,0,0,0,0,0,0,0
The Nightmare Begins,ZombieSuckers,2010,0,62957,0,0,0,0,0,0,0,0,0
Open Up Your Mind - Club 8 Extended Mix,Eyes Cream,2002,0,379306,0,0,0,0,0,0,0,0,0
Ready For The Floor,Hot Chip,2008,52,234240,0,1,1,0,1,0,0,1,0
Planetary Takeover,Snowgoons,2009,4,239640,1,0,1,0,0,0,0,0,0
Bliss,The Dreamtree Project,2007,2,798200,0,0,1,0,0,0,0,0,0
Spencer-Tracey,Danny Wilson,1987,5,92373,0,0,1,0,0,0,0,0,0
¿QUE TE PASÓ?,El Rojo,2024,27,145600,0,0,1,0,0,0,0,0,0
Just a Glance Away,Sam Baker,1966,0,166997,0,0,0,0,0,0,0,0,0
Who Cares,Don Gibson,2001,11,134000,0,0,1,0,0,0,0,0,0
Forever Until Sunday,Bruford,1979,8,351426,0,1,1,1,0,0,0,0,0
Lust For Life,Iggy Pop,1977,60,313925,0,1,1,0,0,0,0,0,0
Humanity,The Berzerker,2000,3,105466,0,0,1,0,0,0,0,0,0
Rosalita (Come Out Tonight),Bruce Springsteen,1973,48,420840,0,1,1,0,0,0,0,0,0
Tenemos Amigos,Dora The Explorer,2004,12,57946,0,0,1,0,0,0,0,0,0
Lover,Spade Cooley,2015,0,108813,0,0,0,0,0,0,0,0,0
Deep Inside,Converge,2010,0,407041,0,0,0,0,0,0,0,0,0
"Thorns of Charon, Pt. 2 (Emerge from Hades)",Astarte,2017,3,419880,0,0,1,0,0,0,0,0,0
Yesterdays,Vince Guaraldi Trio,1957,26,241400,0,0,1,1,0,0,0,0,0
To Pirame,Imiskoubria,2004,10,208333,1,0,1,0,0,0,0,0,0
El Bipper,Los Traileros Del Norte,2003,10,200973,0,0,1,0,0,0,0,0,0
Joe Avery's Piece,"Harry Connick, Jr.",1979,2,188706,0,0,1,1,0,0,0,0,0
Sonata I.X.1905: I. Preduycha (Janáček),Massimiliano Damerini,1998,0,397773,0,0,0,0,0,1,0,0,0
How Insensitive,Charlie Byrd & Orchestra,1967,1,164200,0,0,1,0,0,0,0,0,0
Shadrach,Beastie Boys,1989,37,248128,0,1,1,0,0,0,0,0,0
A Love That Keeps On Giving - Silent Witness Album Version,Jeff & Sheri Easter,2006,2,191946,0,0,1,0,0,0,0,0,0
Halintamyymälän aamutoimet,Juice Leskinen,2012,4,271800,0,1,1,0,0,0,0,0,0
I Saw Destruction,The Scare,2009,0,210051,0,0,0,0,0,0,0,0,0
Monsoon,Jack Johnson,2008,35,256813,0,0,1,0,0,0,0,0,0
Unconditionally,Willie Clayton,2006,14,279786,0,0,1,0,0,0,1,0,0
World of the Video Game,Shinehead,1990,1,227333,0,0,1,0,0,0,0,0,0
Mine Yuh Business,Johnny Osbourne,1992,0,209160,0,1,0,0,0,0,0,0,0
No la Dejes Sola,Los Titanes,1985,0,214469,0,0,0,0,0,0,0,0,0
Christelle est une ordure,Bénabar,2005,15,224999,0,1,1,0,0,0,0,0,0
Punjabian Di Chale Glassi,Bally Sagoo,2003,4,280186,0,0,1,0,0,0,0,0,0
Burlesque Burglary,Cool Cavemen,2013,0,261906,0,0,0,0,0,0,0,0,0
Encore - 2008 Re-edit,Roni Size,2008,1,271066,0,0,1,0,0,0,0,0,0
Prove Something,Fat Joe,2002,12,235173,1,0,1,0,0,0,0,0,0
Mystic River,Blue Rodeo,2008,0,251413,0,1,0,0,0,0,0,0,0
My Mind Is Gone (Interlude),3 Steps Ahead,1997,3,45506,0,0,1,0,0,0,0,0,0
Romance,Whitney Cummings,2013,8,48648,1,0,1,0,0,0,0,0,0
Bar Talk,Ed Calle,2001,2,253533,0,0,1,1,0,0,0,0,0
Happy Cycling,Boards of Canada,1998,38,476026,0,0,1,0,1,0,0,1,0
Urbania,Statues,2005,0,211013,0,0,0,0,0,0,0,0,0
Double Jig: The Rolling Wave,Willie Clancy,2010,2,105746,0,0,1,0,0,0,0,0,0
Cursed Again,MU330,1997,2,132440,0,0,1,0,0,0,0,0,0
We Will Rock You - 2020 Remaster,Nickelback,2005,47,120293,0,1,1,0,0,0,0,0,0
Fair Diana,Johnny Keating & All Stars,2005,0,160306,0,0,0,0,0,0,0,0,0
Heiliges Feuer,A Challenge Of Honour,2003,0,242240,0,0,0,0,0,0,0,0,0
Frontiers,Béla Fleck and the Flecktones,1990,17,368533,0,0,1,0,0,0,0,0,0
Better Way Of Life,George Nooks,2001,0,223493,0,1,0,0,0,0,0,0,0
For Me and My Gal,Ed Ames,2007,0,154301,0,0,0,0,0,0,0,0,0
Songs Of Freedom,Jah Cure,2005,12,224946,0,0,1,0,0,0,0,0,0
Drummer Boy,The Clark Sisters,2009,15,283560,0,0,1,0,0,0,0,0,0
Roman Empire - 2022 Remixed & Remastered,P.O.D.,2022,19,161603,0,1,1,0,0,0,0,0,0
Un Amor en el Olvido,Marisela,2010,18,199813,0,0,1,0,0,0,0,0,0
Old Friends,Simon & Garfunkel,1968,42,155373,0,1,1,0,0,0,0,0,0
Turn Around,Chris Rodriguez,1999,0,209533,0,0,0,0,0,0,0,0,0
Aurora,NAZCA PERU,2003,0,159440,0,0,0,0,0,0,0,0,0
Noches Árabes,Los Fabulosos Cadillacs,1986,17,187093,0,1,1,0,0,0,0,0,0
Memphis In The Meantime,John Hiatt,1987,39,239800,0,1,1,0,0,0,0,0,0
Hatesex (Reborn),Hatesex,2005,5,376080,1,0,1,0,0,0,0,0,0
Horrible,Jack Off Jill,1997,29,152694,0,0,1,0,0,0,0,0,0
Circle Of Hands - For A Time Like This Album Version,Sheila Walsh,1991,0,331973,0,1,0,0,0,0,0,0,0
Ridin' High,Curtis Mayfield,2014,0,140173,0,0,0,0,0,0,0,0,0
Catch Me in the Morning,Doug Sahm Tex Mex Trip,1974,5,307506,0,0,1,0,0,0,0,0,0
Tramonto Etnico,Daniela Dessi,2009,0,201333,0,0,0,0,0,1,0,0,0
Destroy 2000 Years of Culture - Remix,Atari Teenage Riot,1997,3,264600,0,0,1,0,0,0,0,0,0
A la Hora,Ocho y Media,2006,5,278186,0,0,1,0,0,0,0,0,0
Evil Ways,Otis Spann,2024,3,233116,0,0,1,1,0,0,1,0,0
Crack - Demo,Run–D.M.C.,1988,12,101760,0,0,1,0,0,0,0,0,0
Missing (feat. Paula B) [Olivier Berger Mix],Nicola Fasano,2010,0,443350,0,0,0,0,0,0,0,0,0
When the Saints Go Marching In,Precious Bryant,2016,1,170693,0,0,1,0,0,0,1,0,0
Baby I,Peter Spence,2008,14,280000,0,1,1,0,0,0,0,0,0
Pata Pata,Vusi Mahlasela,2014,4,268826,0,0,1,1,0,0,0,0,0
Atotonilco,Marimba Alma de Chiapas de Juan Palacios,2002,14,182026,0,0,1,0,0,0,0,0,0
Out in the Street - Live,UFO,1979,20,314266,0,1,1,0,0,0,0,0,0
Charley My Boy,Eddie Cantor,1994,0,166800,0,0,0,1,0,0,0,0,0
The Quality of Life,Charlie Peacock,1998,0,130048,0,1,0,0,0,0,0,0,0
Humppa,Kapelle Herrenweide,2009,0,214360,0,0,0,0,0,0,0,1,0
Player No More,Singing Melody,1998,2,187653,0,1,1,0,0,0,0,0,0
Town Topic,Casiotone For The Painfully Alone,2008,3,115186,0,0,1,0,0,0,0,1,0
Waterfall Revisited,Jeff Wahl,2009,0,107760,0,0,0,0,0,0,0,0,0
It's So Hard To Stumble (When Your Down On Your Knees),Lou Reid & Carolina,2009,11,145933,0,0,1,0,0,0,0,0,0
Goodnight Girl,Wet Wet Wet,1992,45,221266,0,1,1,0,0,0,0,0,0
Print,Jacob Young,1994,0,342986,0,0,0,1,0,0,0,0,0
Soon Come - 2002 Remaster,Peter Tosh,1988,25,239426,0,0,1,0,0,0,0,0,0
Dios Bendiga,Andy & Lucas,2007,16,289120,0,0,1,0,0,0,0,0,0
La Ley De La Vida,Fito Paez,2010,15,273040,0,1,1,0,0,0,0,0,0
愛的解釋,Leo Ku,2003,7,282040,0,0,1,0,0,0,0,0,0
Because - Part 1,Arthur Prysock,2014,0,170453,0,0,0,0,0,0,0,0,0
If I Had My Way I'd Tear This Building Down,Blind Willie Johnson,2023,0,192156,0,0,0,0,0,0,1,0,0
"An Afternoon on the Moon - The Phoenix Foundation Re-Mangle, Pt. 2",Rhian Sheehan,2004,27,38933,0,0,1,0,1,0,0,0,0
The Dance at the Gym (From West Side Story),The Jets,2019,0,186000,0,0,0,0,0,0,0,0,0
Doin' It,Klee Magor,2004,0,275330,1,0,0,0,0,0,0,0,0
The Education of Jamie,The Family Stand,1991,3,413533,0,0,1,0,0,0,0,0,0
Jokers and Thieves,Chris Vickery,2005,0,191706,0,0,0,0,0,0,0,0,0
Awake,Onesidezero,2001,10,228800,0,0,1,0,0,0,0,0,0
Maudits anglois,Alexis HK,2009,11,204973,0,1,1,0,0,0,0,0,0
Rainin' in My Heart,The Fabulous Thunderbirds,2014,4,220040,0,1,1,0,0,0,1,0,0
Wanna Be A Star,Kool Keith,2004,13,222440,1,0,1,0,0,0,0,0,0
Luminous Bliss,ātman,2004,0,291026,0,0,0,0,0,0,0,0,0
Boat Day at the Marina,Forensics,2004,8,318653,0,0,1,0,0,0,0,0,0
La Luna Enamora - Original,Bobby Capo,2006,0,178250,0,0,0,0,0,0,0,0,0
When Will I Be Loved,Sandy Posey,2007,0,125453,0,0,0,0,0,0,0,0,0
Again,Radney Foster,2002,3,208133,0,0,1,0,0,0,0,0,0
Gangsta's Fairytale 2,Ice Cube,1992,34,198960,1,0,1,0,0,0,0,0,0
Fanfare For Freedom,United States Coast Guard Band,2007,0,106160,0,0,0,0,0,0,0,0,0
Why We Thugs,Ice Cube,2006,63,224106,1,0,1,0,0,0,0,0,0
Are We Really Doing Your Will?,The Winans,1995,14,255306,0,0,1,0,0,0,0,0,0
Contessa Entellina,Stephan Micus,2001,6,274600,0,0,1,0,0,0,0,0,0
Religion,Kathleen Madigan,1998,14,225626,0,0,1,0,0,0,0,0,0
Le Theatre - Bof L'Important C'Est D'Aimer,Georges Delerue,2004,0,130680,0,0,0,0,0,0,0,0,0
"Orchestral Suite No. 3 in D Major, BWV 1068: 1. Ouverture",Johann Sebastian Bach,2024,2,407553,0,0,1,0,0,1,0,0,0
Can't Hold Back feat Tina Cousins,Bellatrax,2010,13,200746,0,0,1,0,0,0,0,0,0
Narrow Grave,Jedi Mind Tricks,2006,28,221133,1,0,1,0,0,0,0,0,0
Juguete,Cheo Feliciano,1972,21,254370,0,0,1,0,0,0,0,0,0
路人甲,Justin Lo,2007,4,234242,0,0,1,0,0,0,0,0,0
Hide Thou Me,The Oak Ridge Boys,2022,0,183626,0,1,1,0,0,0,0,0,0
C'est moi le mari,Jean Gabin,2009,0,192640,0,0,0,0,0,0,0,0,0
Blue Yodel No. 1(T For Texas),Charlie McCoy,1975,3,157933,0,0,1,0,0,0,1,0,0
I Promise My Heart - Radio Version,Ross,1990,0,217942,0,0,0,0,0,0,0,0,0
Cordeiro de nana,João Gilberto,2013,44,76293,0,0,1,1,0,0,0,0,0
"Hebrew Melody, Op. 33",Joseph Yulyevich Achron,2016,0,327546,0,0,0,0,0,0,0,0,0
Rock of Gibraltar,Nick Cave & The Bad Seeds,2003,21,180173,0,1,1,0,0,0,0,0,0
Canon In D / The Holly And The Ivy,Danny Wright,2012,22,162000,0,0,1,0,0,0,0,0,0
No One,Streetwize,2009,5,265666,0,0,1,0,0,0,0,0,0
O Come All Ye Faithful,Nando Lauria,1999,12,210800,0,0,1,0,0,0,0,0,0
The Fortway,Dirty Harry,1996,0,554430,0,0,0,0,0,0,0,0,0
I Will Turn Your Money Green,Furry Lewis,1960,4,281026,0,0,1,0,0,0,1,0,0
I Can't Wait 'Til Christmas,Bryan White,2019,1,240893,0,0,1,0,0,0,0,0,0
Guitarra dimelo tu,Alberto Cortez,2020,0,184120,0,0,1,0,0,0,0,0,0
The Raggle Taggle Gypsy,The Chieftains,2003,24,187933,0,0,1,0,0,0,0,0,0
Can You Dance With Me?,Andrew W.K.,2010,8,128000,0,1,1,0,0,0,0,0,0
Out of the Blue,Tommy James & The Shondells,2021,4,146360,0,1,1,0,0,0,0,0,0
Quartier Latin - Red Buddha Mix,Bloomfield,2020,0,266000,0,0,0,0,0,0,0,0,0
Wide Awake in a Dream,Coraleena Ellis,2010,0,256706,0,0,0,0,0,0,0,0,0
Satin Doll,Terry Callier,1973,5,258133,0,0,1,0,0,0,0,0,0
Outro,Rakim,1996,10,79893,0,0,1,0,0,0,0,0,0
Buddy And Santa's Flight,John Debney,2003,42,75280,0,0,1,0,0,0,0,0,0
So In Love (feat. Stream),Bescenta,2010,1,243906,0,0,1,0,0,0,0,0,0
Hurry Hurry Baby,Fyah Blaze,2004,0,223880,0,0,0,0,0,0,0,0,0
Jody,Jeff Beck,1971,13,366173,0,1,1,1,0,0,1,0,0
Get Back - Remastered 2009,The Beatles,1970,65,189386,0,1,1,0,0,0,0,0,0
Improv #1,Gonzalo Rubalcaba,2006,1,206133,0,0,1,1,0,0,0,0,0
Goofy Golf Two,Mack and Jamie,2002,0,42933,0,0,0,0,0,0,0,0,0
Tudo É Ilusão,Clara Nunes,1975,23,190880,0,0,1,0,0,0,0,0,0
Distant Voices,ātman,2002,1,268200,0,0,1,0,0,0,0,0,0
Rain Please Go Away,The Del McCoury Band,2009,5,164546,0,0,1,0,0,0,0,0,0
"Kadisz: II. Lezy na ziemi po ulicach dziecie, i starzec: Grave, senza misura",Krzysztof Penderecki,2015,0,170226,0,0,0,0,0,1,0,0,0
Kids In the Store,George Lopez,2003,15,260838,1,0,1,0,0,0,0,0,0
Give Me Your Word,Frank Ifield,1991,1,152906,0,1,1,0,0,0,0,0,0
Fingerprints,Minipop,2010,22,165133,0,0,1,0,0,0,0,0,0
I Only Have Eyes for You,John Stevens,2005,17,245453,0,0,1,1,0,0,0,0,0
Jody,Eddie Turner,2006,0,278306,0,1,0,0,0,0,1,0,0
Easier by Now,Jamie Richards,2016,2,198746,0,0,1,0,0,0,0,0,0
Where The Rats (3),DJ Slugo,2015,1,287960,0,0,1,0,0,0,0,0,0
Dept. Of Youth,Pretty Boy Floyd,1999,2,179480,0,1,1,0,0,0,0,0,0
Turntable Terrorist,Sonic Subjunkies,1998,1,355706,0,0,1,0,0,0,0,0,0
PDA,Backstreet Boys,2009,27,228400,0,0,1,0,0,0,0,0,0
Porcelain Man,John Debney,1999,2,77560,0,0,1,0,0,0,0,0,0
Did You Ever Go Sailin',The Isaacs,1999,1,194026,0,0,1,0,0,0,0,0,0
Vollmond,In Extremo,2001,44,239066,0,1,1,0,0,0,0,0,0
Moving Up,Gustavo Santaolalla,2010,4,95720,0,0,1,0,0,1,0,0,0
Give Your Heart A Home,Don Francisco,1998,20,265546,0,0,1,0,0,0,0,0,0
Nobody's Perfect,Mike + The Mechanics,1988,34,288960,0,1,1,0,0,0,0,0,0
好來好去,Alex Fong,2004,0,191982,0,0,1,0,0,0,0,0,0
Real McKoy (feat. Busy Signal),Mavado,1900,18,211293,0,0,1,0,0,0,0,0,0
This Train,WhoMadeWho,2009,5,205360,0,0,1,0,1,0,0,1,0
Knowledge Is King,Kool Moe Dee,1989,4,219773,0,0,1,0,0,0,0,0,0
"Beethoven: Piano Sonata No. 28 in A Major, Op. 101: III. Langsam und sehnsuchtsvoll. Adagio ma non troppo con affetto",Solomon,1993,0,150826,0,0,0,0,0,1,0,0,0
Decir Adios,Carlos Ponce,1998,35,269933,0,0,1,0,0,0,0,0,0
I Remember When,Patrick Lamb,2024,12,236538,0,0,1,0,0,0,0,0,0
The Last Round,Amoral,2004,1,520906,0,0,1,0,0,0,0,0,0
You've Never Been Right,Melvins,2006,14,149986,0,1,1,0,0,0,0,0,0
When I Grow Up,Fever Ray,2009,40,269640,0,0,1,0,1,0,0,0,0
Somos Gitanos,Gipsy Kings,2001,23,220933,0,0,1,0,0,0,0,0,0
Luv&GO （Prod.Yvng Finesse）,Stanley,2022,0,135953,0,0,0,0,0,0,0,0,0
Let Me Go Home Whiskey,Asleep At The Wheel,1975,6,255160,0,0,1,0,0,0,0,0,0
Magdalaine,L.A. Guns,1989,18,368547,0,1,1,0,0,0,0,0,0
Gaviota Traidora,Flor Silvestre,1991,40,162272,0,0,1,0,0,0,0,0,0
Sweet And Dandy,Toots & The Maytals,1984,32,187506,0,0,1,0,0,0,0,0,0
Better Man,Vivian Green,2010,6,251333,0,0,1,0,0,0,0,0,0
Wichita Cathedral - Live,Butthole Surfers,2003,5,165386,0,1,1,0,0,0,0,0,0
Piece of My Heart,Big Brother & The Holding Company,1968,64,253333,0,1,1,0,0,0,1,0,0
Si Yo Tuviera,Los Brujos,1993,7,36546,0,1,1,0,0,0,0,0,0
Merzwaltz,Atom,2013,0,331893,0,0,0,0,0,0,0,0,0
Hot Night Downtown,Charlie Peacock,1991,0,203600,0,1,0,0,0,0,0,0,0
No More Blues - Original Mix,Jimmy Wyble,2014,0,180906,0,0,0,0,0,0,0,0,0
Ugly Like Me,Die Symphony,2004,0,230826,0,1,0,0,0,0,0,0,0
Tootie Blues,Paul Geremia,2005,0,205666,0,0,0,0,0,0,1,0,0
"Concerto a due cori, HWV 332: II. Allegro ma non troppo",George Frideric Handel,2018,0,153906,0,0,0,0,0,1,0,0,0
The Heretic Anthem,Slipknot,2001,62,254000,1,1,1,0,0,0,0,0,0
Insanity,S.U.P,2008,0,370626,1,0,0,0,0,0,0,0,0
Mr. Bozack,EPMD,1990,8,159213,0,0,1,0,0,0,0,0,0
Time Will Crawl - 2018 Remaster,David Bowie,1987,29,260226,0,1,1,0,0,0,0,0,0
Use Of A Weapon - 2020 Remix / Remaster,Between The Buried And Me,2002,6,291616,1,0,1,0,0,0,0,0,0
Porn,Whitney Cummings,2013,9,78945,1,0,1,0,0,0,0,0,0
Razamataz,Bruce BecVar,1994,2,228666,0,0,1,0,0,0,0,0,0
Celebration,Vivian,2009,0,182640,0,0,0,0,0,0,0,0,0
Gone But Not Forgotten,The Del McCoury Band,2007,6,190879,0,0,1,0,0,0,0,0,0
Why Don't You Spend The Night,Ronnie Milsap,1980,34,253066,0,1,1,0,0,0,0,0,0
Pushing Me Away,Linkin Park,2000,62,191440,0,1,1,0,0,0,0,0,0
Thank You Mama,The Jackson Southernaires,1990,1,249000,0,0,1,0,0,0,0,0,0
"The Ultimate - Live At Palais X-Tra Zurich, Switzerland / 1999",The Roots,1999,14,237533,1,0,1,0,0,0,0,0,0
In Place Of Love [edit],Terminal 11 feat. b.b0Nd,2005,0,114840,0,0,0,0,0,0,0,0,0
Wigue,Dobet Gnahoré,2009,3,46546,0,0,1,0,0,0,1,0,0
Sangre Americana,Bacilos,2004,16,229320,0,1,1,0,0,0,0,0,0
Hip Hug Her,Jimmy McGriff,2003,0,272560,0,0,0,1,0,0,0,0,0
Sabina,Sam Fan Thomas,1983,16,428429,0,0,1,0,0,0,0,0,0
Grin'in In Ya Face,Smidi Beats,2022,0,189000,0,0,0,0,0,0,0,0,0
I'm Going Around in Circles,Jimmy Witherspoon,2008,0,194333,0,0,0,1,0,0,1,0,0
Stranger In My Room,Year Long Disaster,2010,3,222053,0,1,1,0,0,0,0,0,0
Are We Mindless,Headhunter,2020,0,285320,0,0,0,0,0,0,0,0,0
Of Myth And Men,Red I Flight,2008,0,259278,0,0,0,0,0,0,0,0,0
Bubbles In My Beer,Bob Wills & His Texas Playboys,2001,32,139133,0,0,1,0,0,0,0,0,0
Playing The Role Of God,Adrenaline,2008,0,232053,1,0,0,0,0,0,0,0,0
Be With Me,Mindy McCready,2002,4,231280,0,0,1,0,0,0,0,0,0
Special Someone,Geggy Tah,2001,0,231560,0,0,0,0,0,0,0,0,0
McDermott's Fancy / Swans Among The Rushes / Chicago / The Swallow's Nest - (jig),Seamus Egan,1985,0,277866,0,0,0,0,0,0,0,0,0
Strange Kinda Feeling - Take 2,Elmore James,2015,0,161266,0,0,0,0,0,0,1,0,0
Knowledge Of Self,BT,2003,7,399666,0,0,1,0,0,0,0,0,0
Right Now,Korn,2003,55,189960,1,1,1,0,0,0,0,0,0
Sex Will Sell,Faking David,2006,0,196546,0,0,0,0,0,0,0,0,0
Black Betty,Pat Travers,2007,16,239080,0,1,1,0,0,0,1,0,0
Jingle Bell Rock,Bobby Russell,2009,1,131106,0,0,1,0,0,0,0,0,0
Mulin' Around,The Sugarman 3,2006,2,200306,0,0,1,0,0,0,0,0,0
Hook of Holland,Eric Burdon,2013,0,379280,0,0,0,0,0,0,1,0,0
Garden Of Eden,Donna The Buffalo,2008,3,232586,0,0,1,0,0,0,0,0,0
Swinging Down The Lane,Gisele MacKenzie,2000,0,181987,0,0,0,0,0,0,0,0,0
我愛夏卡爾,Maggie Chiang,2005,6,230480,0,0,1,0,0,0,0,0,0
No Bad Oral Sex / Dick Dessert,Monique Marvez,2004,0,639600,1,0,0,0,0,0,0,0,0
Gone Dead On You Blues,Blind Lemon Jefferson,2010,1,166466,0,0,1,0,0,0,1,0,0
Obstacles in My Way,Walter Trout,2006,2,234266,0,1,1,0,0,0,1,0,0
Les chasseurs d'esclaves,Gabriel Yared,2006,7,119080,0,0,1,0,0,0,0,0,0
Ammunition,The Jane Shermans,2019,0,235493,0,0,0,0,0,0,0,0,0
Got To Find My Little Woman,Blind Boy Fuller,2023,0,155920,0,0,0,0,0,0,1,0,0
I Love This Town,Bon Jovi,2008,21,278093,0,1,1,0,0,0,0,0,0
When The Sun Comes Out,Dancecore Allstars,2007,1,401160,0,0,1,0,0,0,0,0,0
La Marca De Tus Labios,Sergio Dalma,1995,6,276840,0,1,1,0,0,0,0,0,0
The Old Rugged Cross / Near The Cross - Medley,Andy Griffith,1998,2,213093,0,0,1,0,0,0,0,0,0
Face Drop,Sean Kingston,2009,20,184573,0,0,1,0,0,0,0,0,0
ぼうけんのしょがきえました！[Long ver.] (feat. 天馬司&鳳えむ&鏡音リン&鏡音レン),ワンダーランズ×ショウタイム,2022,37,223466,0,0,1,0,0,0,0,0,0
Hollow Dream - Original Mix,M.I.K.E.,2007,0,442880,0,0,0,0,0,0,0,0,0
I Know Somethin (Bout You),Alice In Chains,1990,46,262360,1,1,1,0,0,0,0,0,0
Ego Trip by Nikki Giovanni,Blackalicious,1999,14,104933,0,0,1,0,0,0,0,0,0
Jesus Hold My Hand - The Best of Homecoming Volume 1 Version,Bill & Gloria Gaither,1997,5,198120,0,0,1,0,0,0,0,0,0
I Don't Want to Be Lonely,Gyptian,2011,0,147491,0,0,0,0,0,0,0,0,0
Dedicated To The One I Love,The Shirelles,2005,45,124186,0,1,1,0,0,0,0,0,0
That Blows My Mind,The Gone Jackals,1998,0,228933,0,0,0,0,0,0,0,0,0
Gun Thirsty,Bounty Killer,2001,4,231840,0,0,1,0,0,0,0,0,0
Uptown,Camp Lo,2020,5,214453,0,0,1,1,0,0,0,0,0
Hold Me,Les Hou-Lops,2021,0,152813,0,0,0,0,0,0,0,0,0
Collapsar,Brand X,1977,33,95706,0,1,1,1,0,0,0,0,0
Pranafestation - Eccodek Remix,Desert Dwellers,2012,11,384733,0,0,1,0,0,0,0,0,0
I Believe,Casual,2005,21,240466,0,0,1,0,0,0,0,0,0
Harlem Shuffle,The Righteous Brothers,1996,4,187826,0,1,1,0,0,0,0,0,0
Let's Get It Started - Spike Mix,Black Eyed Peas,2003,71,217733,0,0,1,0,0,0,0,0,0
Sentimental Journey,The Merry Macs,1937,20,182813,0,0,1,0,0,0,0,0,0
Sleeping My Day Away - Live,D-A-D,1998,9,335666,0,1,1,0,0,0,0,0,0
In The Name Of God - Gentle Revolution Album Version,Scott Krippayne,2005,0,244826,0,0,0,0,0,0,0,0,0
There Will Be Blood Tonight,Lizzy Borden,2000,9,236360,0,0,1,0,0,0,0,0,0
The Drop-Off,The Tragically Hip,2006,10,219933,1,1,1,0,0,0,0,1,0
Rebelión,Juanes,2021,29,217213,0,1,1,0,0,0,0,0,0
Bubulina (En Vivo),Sui Generis,1975,20,319000,0,1,1,0,0,0,0,0,0
Seis Perlas Cubanas,Orquesta Sublime,2014,1,168298,0,0,1,0,0,0,0,0,0
Under The Palms,Photek,2000,6,157333,0,0,1,0,0,0,0,0,0
Limosna de Amores,Isabel Pantoja,2006,6,262226,0,0,1,0,0,0,0,0,0
Mi Alma Esta Enamorada,Bobby Pulido,1996,22,229826,0,0,1,0,0,0,0,0,0
Tabloid Junkie,Michael Jackson,1995,46,272706,0,0,1,0,0,0,0,0,0
Borrow Mine,Bebo Norman,2004,8,280386,0,1,1,0,0,0,0,0,0
Running Sabotage,Johnny Pearson,1974,0,111386,0,0,0,0,0,0,0,0,0
Fixin' to Die Blues,Bukka White,1970,29,168733,0,0,1,0,0,0,1,0,0
People Like New,Seven Mary Three,1997,11,238106,0,0,1,0,0,0,0,0,0
Venice Queen,Red Hot Chili Peppers,2002,48,367026,0,1,1,0,0,0,0,0,0
It's Not Unusual,Willie Bobo,1965,21,141893,0,0,1,1,0,0,0,0,0
I Can't,Foxy Brown,1999,30,287666,1,0,1,0,0,0,0,0,0
Piranha,Bumblefoot,2008,5,200706,0,0,1,0,0,0,0,0,0
Strangerhood,Schizoid,2004,0,244666,0,0,0,0,0,0,0,0,0
Oute Mia Fora,Irini Merkouri,1984,0,237813,0,0,1,0,0,0,0,0,0
Sublime Control,:Blacks On :Blondes,2009,0,383746,0,0,0,0,0,0,0,0,0
You Made the Difference to My Life,Ben E. King,1981,6,339666,0,1,1,0,0,0,0,0,0
Meditations,Joanna Connor,1996,1,245213,0,0,1,0,0,0,1,0,0
Death Don't Have No Mercy - Live,Hot Tuna,1970,18,374960,0,1,1,0,0,0,1,0,0
Pus-Filled Carcass,Hemdale,2002,12,166693,0,0,1,0,0,0,0,0,0
She Will Never Let Me Down,Toots & The Maytals,2005,3,125906,0,0,1,0,0,0,0,0,0
Life,CeCe Winans,1998,19,249600,0,0,1,0,0,0,0,0,0
"Flash, Crash and Thunder",The LeRoi Brothers,2002,0,126573,0,0,0,0,0,0,0,0,0
On The Boards,Taste,1970,27,360400,0,1,1,0,0,0,1,0,0
Evenfall,Dark Fortress,2009,15,336320,0,0,1,0,0,0,0,0,0
Represent,xDeathstarx,2008,5,122720,0,0,1,0,0,0,0,0,0
